Gene_Name,Gene_ID,TF,Strand,Start,End
IFIT1,ENSG00000185745,IRF3,-,1038,1055
IFIT1,ENSG00000185745,IRF3,-,1831,1848
IFIT1,ENSG00000185745,IRF3,-,-415,-398
IFIT1,ENSG00000185745,IRF3,-,-309,-292
IFIT1,ENSG00000185745,IRF3,-,2954,2971
IFIT1,ENSG00000185745,IRF3,-,2960,2977
IFIT1,ENSG00000185745,IRF3,-,2967,2984
IFIT1,ENSG00000185745,IRF3,-,2973,2990
IFIT1,ENSG00000185745,IRF7,+,-2828,-2815
IFIT1,ENSG00000185745,IRF7,+,-2576,-2563
IFIT1,ENSG00000185745,IRF7,+,-2559,-2546
IFIT1,ENSG00000185745,IRF7,+,-2256,-2243
IFIT1,ENSG00000185745,IRF7,+,904,917
IFIT1,ENSG00000185745,IRF7,+,-1994,-1981
IFIT1,ENSG00000185745,IRF7,+,-1956,-1943
IFIT1,ENSG00000185745,IRF7,+,1143,1156
IFIT1,ENSG00000185745,IRF7,+,1281,1294
IFIT1,ENSG00000185745,IRF7,+,1574,1587
IFIT1,ENSG00000185745,IRF7,+,-1170,-1157
IFIT1,ENSG00000185745,IRF7,+,-1164,-1151
IFIT1,ENSG00000185745,IRF7,+,-1025,-1012
IFIT1,ENSG00000185745,IRF7,+,-847,-834
IFIT1,ENSG00000185745,IRF7,+,2377,2390
IFIT1,ENSG00000185745,IRF7,+,2590,2603
IFIT1,ENSG00000185745,IRF7,+,2609,2622
IFIT1,ENSG00000185745,IRF7,+,2696,2709
IFIT1,ENSG00000185745,IRF7,+,-162,-149
IFIT1,ENSG00000185745,IRF7,+,-47,-34
IFIT1,ENSG00000185745,IRF7,+,-41,-28
IFIT1,ENSG00000185745,IRF7,+,-28,-15
IFIT1,ENSG00000185745,IRF7,-,172,185
IFIT1,ENSG00000185745,IRF7,-,424,437
IFIT1,ENSG00000185745,IRF7,-,441,454
IFIT1,ENSG00000185745,IRF7,-,744,757
IFIT1,ENSG00000185745,IRF7,-,-2096,-2083
IFIT1,ENSG00000185745,IRF7,-,1006,1019
IFIT1,ENSG00000185745,IRF7,-,1044,1057
IFIT1,ENSG00000185745,IRF7,-,-1857,-1844
IFIT1,ENSG00000185745,IRF7,-,-1719,-1706
IFIT1,ENSG00000185745,IRF7,-,-1426,-1413
IFIT1,ENSG00000185745,IRF7,-,1830,1843
IFIT1,ENSG00000185745,IRF7,-,1836,1849
IFIT1,ENSG00000185745,IRF7,-,1975,1988
IFIT1,ENSG00000185745,IRF7,-,2153,2166
IFIT1,ENSG00000185745,IRF7,-,-623,-610
IFIT1,ENSG00000185745,IRF7,-,-410,-397
IFIT1,ENSG00000185745,IRF7,-,-391,-378
IFIT1,ENSG00000185745,IRF7,-,-304,-291
IFIT1,ENSG00000185745,IRF7,-,2838,2851
IFIT1,ENSG00000185745,IRF7,-,2953,2966
IFIT1,ENSG00000185745,IRF7,-,2959,2972
IFIT1,ENSG00000185745,IRF7,-,2972,2985
IFIT1,ENSG00000185745,IRF9,+,2694,2709
IFIT1,ENSG00000185745,IRF9,+,-41,-26
IFIT1,ENSG00000185745,IRF9,+,-28,-13
IFIT1,ENSG00000185745,IRF9,-,-306,-291
IFIT1,ENSG00000185745,IRF9,-,2959,2974
IFIT1,ENSG00000185745,IRF9,-,2972,2987
MX1,ENSG00000157601,IRF3,+,-1288,-1271
MX1,ENSG00000157601,IRF3,+,1914,1931
MX1,ENSG00000157601,IRF3,+,-201,-184
MX1,ENSG00000157601,IRF3,-,1712,1729
MX1,ENSG00000157601,IRF3,-,-1086,-1069
MX1,ENSG00000157601,IRF3,-,2799,2816
MX1,ENSG00000157601,IRF7,+,319,332
MX1,ENSG00000157601,IRF7,+,-1848,-1835
MX1,ENSG00000157601,IRF7,+,-1289,-1276
MX1,ENSG00000157601,IRF7,+,-1274,-1261
MX1,ENSG00000157601,IRF7,+,1919,1932
MX1,ENSG00000157601,IRF7,+,2762,2775
MX1,ENSG00000157601,IRF7,+,-202,-189
MX1,ENSG00000157601,IRF7,+,-102,-89
MX1,ENSG00000157601,IRF7,-,-2681,-2668
MX1,ENSG00000157601,IRF7,-,1152,1165
MX1,ENSG00000157601,IRF7,-,1711,1724
MX1,ENSG00000157601,IRF7,-,1726,1739
MX1,ENSG00000157601,IRF7,-,-1081,-1068
MX1,ENSG00000157601,IRF7,-,-238,-225
MX1,ENSG00000157601,IRF7,-,2798,2811
MX1,ENSG00000157601,IRF7,-,2898,2911
MX1,ENSG00000157601,IRF9,+,-1289,-1274
MX1,ENSG00000157601,IRF9,-,1711,1726
TLR7,ENSG00000196664,IRF3,+,-1386,-1369
TLR7,ENSG00000196664,IRF3,-,1614,1631
TLR7,ENSG00000196664,IRF7,+,-2613,-2600
TLR7,ENSG00000196664,IRF7,+,555,568
TLR7,ENSG00000196664,IRF7,+,578,591
TLR7,ENSG00000196664,IRF7,+,-2117,-2104
TLR7,ENSG00000196664,IRF7,+,-2028,-2015
TLR7,ENSG00000196664,IRF7,+,1362,1375
TLR7,ENSG00000196664,IRF7,+,-1387,-1374
TLR7,ENSG00000196664,IRF7,+,1754,1767
TLR7,ENSG00000196664,IRF7,+,-1018,-1005
TLR7,ENSG00000196664,IRF7,+,2456,2469
TLR7,ENSG00000196664,IRF7,+,2738,2751
TLR7,ENSG00000196664,IRF7,+,2777,2790
TLR7,ENSG00000196664,IRF7,+,-193,-180
TLR7,ENSG00000196664,IRF7,-,387,400
TLR7,ENSG00000196664,IRF7,-,-2445,-2432
TLR7,ENSG00000196664,IRF7,-,-2422,-2409
TLR7,ENSG00000196664,IRF7,-,883,896
TLR7,ENSG00000196664,IRF7,-,972,985
TLR7,ENSG00000196664,IRF7,-,-1638,-1625
TLR7,ENSG00000196664,IRF7,-,1613,1626
TLR7,ENSG00000196664,IRF7,-,-1246,-1233
TLR7,ENSG00000196664,IRF7,-,1982,1995
TLR7,ENSG00000196664,IRF7,-,-544,-531
TLR7,ENSG00000196664,IRF7,-,-262,-249
TLR7,ENSG00000196664,IRF7,-,-223,-210
TLR7,ENSG00000196664,IRF7,-,2807,2820
