Gene_Name,Gene_ID,TF,Strand,Start,End
IFIT1,ENSG00000185745,IRF7,+,-41,-28
IFIT1,ENSG00000185745,IRF7,+,-28,-15
IFIT1,ENSG00000185745,IRF7,-,172,185
IFIT1,ENSG00000185745,IRF7,-,424,437
IFIT1,ENSG00000185745,IRF7,-,1006,1019
IFIT1,ENSG00000185745,IRF7,-,1044,1057
IFIT1,ENSG00000185745,IRF7,-,-1719,-1706
IFIT1,ENSG00000185745,IRF7,-,-1426,-1413
IFIT1,ENSG00000185745,IRF7,-,1836,1849
IFIT1,ENSG00000185745,IRF7,-,1975,1988
IFIT1,ENSG00000185745,IRF7,-,2153,2166
IFIT1,ENSG00000185745,IRF7,-,-410,-397
IFIT1,ENSG00000185745,IRF7,-,-304,-291
IFIT1,ENSG00000185745,IRF7,-,2959,2972
IFIT1,ENSG00000185745,IRF7,-,2972,2985
IFIT1,ENSG00000185745,IRF9,+,2694,2709
IFIT1,ENSG00000185745,IRF9,+,-41,-26
IFIT1,ENSG00000185745,IRF9,+,-28,-13
IFIT1,ENSG00000185745,IRF9,-,-306,-291
IFIT1,ENSG00000185745,IRF9,-,2959,2974
IFIT1,ENSG00000185745,IRF9,-,2972,2987
MX1,ENSG00000157601,IRF3,+,-1288,-1271
MX1,ENSG00000157601,IRF3,+,1914,1931
MX1,ENSG00000157601,IRF3,-,1712,1729
MX1,ENSG00000157601,IRF3,-,-1086,-1069
MX1,ENSG00000157601,IRF7,+,-1289,-1276
MX1,ENSG00000157601,IRF7,+,-1274,-1261
MX1,ENSG00000157601,IRF7,+,1919,1932
MX1,ENSG00000157601,IRF7,+,-202,-189
MX1,ENSG00000157601,IRF7,-,1711,1724
MX1,ENSG00000157601,IRF7,-,1726,1739
MX1,ENSG00000157601,IRF7,-,-1081,-1068
MX1,ENSG00000157601,IRF7,-,2798,2811
MX1,ENSG00000157601,IRF9,+,-1289,-1274
MX1,ENSG00000157601,IRF9,-,1711,1726
TLR7,ENSG00000196664,IRF7,+,578,591
TLR7,ENSG00000196664,IRF7,+,-2028,-2015
TLR7,ENSG00000196664,IRF7,+,-1387,-1374
TLR7,ENSG00000196664,IRF7,+,1754,1767
TLR7,ENSG00000196664,IRF7,+,2738,2751
TLR7,ENSG00000196664,IRF7,+,2777,2790
TLR7,ENSG00000196664,IRF7,-,-2422,-2409
TLR7,ENSG00000196664,IRF7,-,972,985
TLR7,ENSG00000196664,IRF7,-,1613,1626
TLR7,ENSG00000196664,IRF7,-,-1246,-1233
TLR7,ENSG00000196664,IRF7,-,-262,-249
TLR7,ENSG00000196664,IRF7,-,-223,-210
