Gene_Name,Gene_ID,TF,Strand,Start,End
TMEM140,ENSG00000146859,IRF3,+,2941,2958
TMEM140,ENSG00000146859,IRF7,+,300,313
TMEM140,ENSG00000146859,IRF7,+,1594,1607
TMEM140,ENSG00000146859,IRF7,+,1643,1656
TMEM140,ENSG00000146859,IRF7,+,2439,2452
TMEM140,ENSG00000146859,IRF7,+,2940,2953
TMEM140,ENSG00000146859,IRF7,+,2946,2959
TMEM140,ENSG00000146859,IRF9,+,2944,2959
DDX60,ENSG00000137628,IRF3,+,454,471
DDX60,ENSG00000137628,IRF7,+,459,472
DDX60,ENSG00000137628,IRF7,+,647,660
DDX60,ENSG00000137628,IRF7,+,653,666
DDX60,ENSG00000137628,IRF7,+,729,742
DDX60,ENSG00000137628,IRF7,+,1409,1422
DDX60,ENSG00000137628,IRF7,+,2410,2423
PNPT1,ENSG00000138035,IRF3,+,2473,2490
PNPT1,ENSG00000138035,IRF7,+,605,618
PNPT1,ENSG00000138035,IRF7,+,624,637
PNPT1,ENSG00000138035,IRF7,+,1170,1183
PNPT1,ENSG00000138035,IRF7,+,1237,1250
PNPT1,ENSG00000138035,IRF7,+,1342,1355
PNPT1,ENSG00000138035,IRF7,+,2247,2260
PNPT1,ENSG00000138035,IRF7,+,2472,2485
PNPT1,ENSG00000138035,IRF7,+,2478,2491
PNPT1,ENSG00000138035,IRF7,+,2528,2541
PNPT1,ENSG00000138035,IRF7,+,2596,2609
PNPT1,ENSG00000138035,IRF7,+,2952,2965
SOCS1,ENSG00000185338,IRF3,+,362,379
SOCS1,ENSG00000185338,IRF3,+,2887,2904
SOCS1,ENSG00000185338,IRF7,+,361,374
SOCS1,ENSG00000185338,IRF7,+,2164,2177
SOCS1,ENSG00000185338,IRF7,+,2676,2689
SOCS1,ENSG00000185338,IRF7,+,2886,2899
SOCS1,ENSG00000185338,IRF7,+,2892,2905
SOCS1,ENSG00000185338,IRF9,+,359,374
SOCS1,ENSG00000185338,IRF9,+,2890,2905
MLKL,ENSG00000168404,IRF3,+,57,74
MLKL,ENSG00000168404,IRF3,+,61,78
MLKL,ENSG00000168404,IRF3,+,62,79
MLKL,ENSG00000168404,IRF3,+,1608,1625
MLKL,ENSG00000168404,IRF7,+,56,69
MLKL,ENSG00000168404,IRF7,+,62,75
MLKL,ENSG00000168404,IRF7,+,66,79
MLKL,ENSG00000168404,IRF7,+,222,235
MLKL,ENSG00000168404,IRF7,+,425,438
MLKL,ENSG00000168404,IRF7,+,1457,1470
MLKL,ENSG00000168404,IRF7,+,1462,1475
MLKL,ENSG00000168404,IRF7,+,1467,1480
MLKL,ENSG00000168404,IRF7,+,1562,1575
MLKL,ENSG00000168404,IRF7,+,2016,2029
IRF1,ENSG00000125347,IRF3,+,405,422
IRF1,ENSG00000125347,IRF3,+,433,450
IRF1,ENSG00000125347,IRF7,+,403,416
IRF1,ENSG00000125347,IRF7,+,409,422
IRF1,ENSG00000125347,IRF7,+,431,444
IRF1,ENSG00000125347,IRF7,+,437,450
IRF1,ENSG00000125347,IRF7,+,543,556
IRF1,ENSG00000125347,IRF7,+,2849,2862
APOL1,ENSG00000100342,IRF3,+,1047,1064
APOL1,ENSG00000100342,IRF7,+,103,116
APOL1,ENSG00000100342,IRF7,+,135,148
APOL1,ENSG00000100342,IRF7,+,1051,1064
DTX3L,ENSG00000163840,IRF7,+,1242,1255
DTX3L,ENSG00000163840,IRF7,+,1810,1823
DTX3L,ENSG00000163840,IRF7,+,2024,2037
DTX3L,ENSG00000163840,IRF7,+,2987,3000
TDRD7,ENSG00000196116,IRF3,+,996,1013
TDRD7,ENSG00000196116,IRF7,+,1674,1687
GBP2,ENSG00000162645,IRF3,+,833,850
GBP2,ENSG00000162645,IRF7,+,78,91
GBP2,ENSG00000162645,IRF7,+,838,851
GBP2,ENSG00000162645,IRF7,+,905,918
GBP2,ENSG00000162645,IRF7,+,1696,1709
GBP2,ENSG00000162645,IRF7,+,2812,2825
GBP2,ENSG00000162645,IRF7,+,2891,2904
GBP2,ENSG00000162645,IRF7,+,2940,2953
GBP2,ENSG00000162645,IRF9,+,836,851
LMO2,ENSG00000135363,IRF3,+,1474,1491
LMO2,ENSG00000135363,IRF7,+,266,279
LMO2,ENSG00000135363,IRF7,+,1164,1177
LMO2,ENSG00000135363,IRF7,+,1170,1183
LMO2,ENSG00000135363,IRF7,+,1479,1492
PDZD2,ENSG00000133401,IRF7,+,189,202
PDZD2,ENSG00000133401,IRF7,+,684,697
PDZD2,ENSG00000133401,IRF7,+,736,749
PDZD2,ENSG00000133401,IRF7,+,1536,1549
PDZD2,ENSG00000133401,IRF7,+,2035,2048
ATF3,ENSG00000162772,IRF7,+,1311,1324
TRIM21,ENSG00000132109,IRF3,+,306,323
TRIM21,ENSG00000132109,IRF3,+,1440,1457
TRIM21,ENSG00000132109,IRF3,+,1825,1842
TRIM21,ENSG00000132109,IRF7,+,742,755
TRIM21,ENSG00000132109,IRF7,+,785,798
TRIM21,ENSG00000132109,IRF7,+,1147,1160
TRIM21,ENSG00000132109,IRF7,+,1445,1458
TRIM21,ENSG00000132109,IRF7,+,2348,2361
TRIM21,ENSG00000132109,IRF7,+,2400,2413
CYP2J2,ENSG00000134716,IRF7,+,1875,1888
CYP2J2,ENSG00000134716,IRF7,+,2181,2194
CYP2J2,ENSG00000134716,IRF7,+,2628,2641
PSMB9,ENSG00000240065,IRF3,+,753,770
PSMB9,ENSG00000240065,IRF3,+,759,776
PSMB9,ENSG00000240065,IRF3,+,2900,2917
PSMB9,ENSG00000240065,IRF7,+,674,687
PSMB9,ENSG00000240065,IRF7,+,2170,2183
PSMB9,ENSG00000240065,IRF7,+,2899,2912
PSMB9,ENSG00000240065,IRF7,+,2905,2918
PSMB9,ENSG00000240065,IRF9,+,2903,2918
MYD88,ENSG00000172936,IRF7,+,761,774
MYD88,ENSG00000172936,IRF7,+,2402,2415
NLRC5,ENSG00000140853,IRF7,+,373,386
TMEM229B,ENSG00000198133,IRF7,+,654,667
TMEM229B,ENSG00000198133,IRF7,+,1880,1893
NMI,ENSG00000123609,IRF3,+,2949,2966
NMI,ENSG00000123609,IRF7,+,1218,1231
NMI,ENSG00000123609,IRF7,+,1868,1881
NMI,ENSG00000123609,IRF7,+,1942,1955
NMI,ENSG00000123609,IRF7,+,2133,2146
NMI,ENSG00000123609,IRF7,+,2948,2961
NMI,ENSG00000123609,IRF7,+,2954,2967
NMI,ENSG00000123609,IRF9,+,2952,2967
PLEKHA4,ENSG00000105559,IRF3,+,2160,2177
PLEKHA4,ENSG00000105559,IRF7,+,1939,1952
PLEKHA4,ENSG00000105559,IRF7,+,2165,2178
PLEKHA4,ENSG00000105559,IRF9,+,2163,2178
TRIM69,ENSG00000185880,IRF7,+,1372,1385
TRIM69,ENSG00000185880,IRF7,+,2171,2184
TRIM69,ENSG00000185880,IRF7,+,2286,2299
TRIM69,ENSG00000185880,IRF7,+,2855,2868
TRIM69,ENSG00000185880,IRF7,+,2889,2902
TRIM69,ENSG00000185880,IRF7,+,2964,2977
TRIM69,ENSG00000185880,IRF7,+,2972,2985
APOL4,ENSG00000100336,IRF3,+,1091,1108
APOL4,ENSG00000100336,IRF7,+,51,64
APOL4,ENSG00000100336,IRF7,+,182,195
APOL4,ENSG00000100336,IRF7,+,247,260
APOL4,ENSG00000100336,IRF7,+,577,590
APOL4,ENSG00000100336,IRF7,+,939,952
APOL4,ENSG00000100336,IRF7,+,1076,1089
APOL4,ENSG00000100336,IRF7,+,1095,1108
APOL4,ENSG00000100336,IRF7,+,2689,2702
APOL4,ENSG00000100336,IRF7,+,2690,2703
TAP2,ENSG00000204267,IRF3,+,2936,2953
TAP2,ENSG00000204267,IRF7,+,483,496
TAP2,ENSG00000204267,IRF7,+,490,503
TAP2,ENSG00000204267,IRF7,+,882,895
TAP2,ENSG00000204267,IRF7,+,1567,1580
TAP2,ENSG00000204267,IRF7,+,2201,2214
TAP2,ENSG00000204267,IRF7,+,2935,2948
TAP2,ENSG00000204267,IRF7,+,2941,2954
TAP2,ENSG00000204267,IRF9,+,2939,2954
SERPINB9,ENSG00000170542,IRF3,+,645,662
SERPINB9,ENSG00000170542,IRF7,+,656,669
SERPINB9,ENSG00000170542,IRF7,+,1529,1542
HLA-F,ENSG00000204642,IRF3,+,1922,1939
HLA-F,ENSG00000204642,IRF7,+,482,495
HLA-F,ENSG00000204642,IRF7,+,494,507
HLA-F,ENSG00000204642,IRF7,+,526,539
HLA-F,ENSG00000204642,IRF7,+,937,950
HLA-F,ENSG00000204642,IRF7,+,981,994
HLA-F,ENSG00000204642,IRF7,+,1518,1531
HLA-F,ENSG00000204642,IRF7,+,2367,2380
HLA-F,ENSG00000204642,IRF7,+,2439,2452
HLA-F,ENSG00000204642,IRF7,+,2845,2858
SPTBN5,ENSG00000137877,IRF3,+,792,809
SPTBN5,ENSG00000137877,IRF7,+,172,185
SPTBN5,ENSG00000137877,IRF7,+,797,810
GALNT3,ENSG00000115339,IRF3,+,496,513
GALNT3,ENSG00000115339,IRF7,+,227,240
GALNT3,ENSG00000115339,IRF7,+,777,790
GALNT3,ENSG00000115339,IRF7,+,957,970
GALNT3,ENSG00000115339,IRF7,+,1638,1651
GALNT3,ENSG00000115339,IRF7,+,1754,1767
GALNT3,ENSG00000115339,IRF7,+,1762,1775
GALNT3,ENSG00000115339,IRF7,+,1768,1781
ZC3HAV1,ENSG00000105939,IRF7,+,517,530
IFITM1,ENSG00000185885,IRF7,+,1079,1092
IFITM1,ENSG00000185885,IRF7,+,1734,1747
TRIM5,ENSG00000132256,IRF3,+,1153,1170
TRIM5,ENSG00000132256,IRF3,+,1736,1753
TRIM5,ENSG00000132256,IRF7,+,174,187
TRIM5,ENSG00000132256,IRF7,+,931,944
TRIM5,ENSG00000132256,IRF7,+,1152,1165
TRIM5,ENSG00000132256,IRF7,+,1741,1754
ZNFX1,ENSG00000124201,IRF3,+,1623,1640
ZNFX1,ENSG00000124201,IRF7,+,625,638
ZNFX1,ENSG00000124201,IRF7,+,942,955
ZNFX1,ENSG00000124201,IRF7,+,951,964
ZNFX1,ENSG00000124201,IRF7,+,2154,2167
SLFN13,ENSG00000154760,IRF3,+,498,515
SLFN13,ENSG00000154760,IRF3,+,504,521
SLFN13,ENSG00000154760,IRF3,+,1737,1754
SLFN13,ENSG00000154760,IRF7,+,503,516
SLFN13,ENSG00000154760,IRF7,+,691,704
SLFN13,ENSG00000154760,IRF7,+,734,747
SLFN13,ENSG00000154760,IRF7,+,1455,1468
SLFN13,ENSG00000154760,IRF7,+,1701,1714
EIF2AK2,ENSG00000055332,IRF7,+,1348,1361
C19orf66,ENSG00000130813,IRF3,+,725,742
C19orf66,ENSG00000130813,IRF3,+,731,748
C19orf66,ENSG00000130813,IRF7,+,724,737
C19orf66,ENSG00000130813,IRF7,+,730,743
C19orf66,ENSG00000130813,IRF7,+,736,749
